ExtendedEndDate,bidStatus,currencySymbol,currentBid,estimateHigh,estimateLow,imageUrl,isMixedLot,location,lotId,lotItems,lotNo,lotSequence,lotStatus,lotSuffix,originalLotID,parcelHeader,reservePrice,soldPrice,userIsWatching,userMaxBid,winningBidderPaddle,winningBidderUserName
,OPEN,USD,0,700,550,,False,1,290537,"[{'wineName': 'Chateau Trotanoy', 'producerName': None, 'producerId': 0, 'appellation': 'Pomerol', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '1970', 'condition': 'bn lbsl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(96pts)', 'parkerNoteEnglish': '""More backward, and possibly even more concentrated than the 1970 P trus (as well as more tannic), this huge, old style, massive, thick, rich wine is crammed with concentrated, chocolatey, berry fruit, with a hint of leather, smoked meat, and licorice the most concentrated Trotanoy made in the post-World War II era.""(96pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1327,1327,NS,,625350,Parcel,550,0,False,0,0,***
,OPEN,USD,0,140,110,,False,1,290538,"[{'wineName': 'Domaine de Chevalier Blanc', 'producerName': None, 'producerId': 0, 'appellation': 'Graves', 'designation': None, 'region': 'White Bordeaux', 'vintage': '1973', 'condition': 'bsl hs wasl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1328,1328,NS,,625351,Parcel,110,0,False,0,0,***
,OPEN,USD,40,60,40,,False,1,290539,"[{'wineName': 'Domaine de Chevalier Blanc', 'producerName': None, 'producerId': 0, 'appellation': 'Graves', 'designation': None, 'region': 'White Bordeaux', 'vintage': '1988', 'condition': 'lbsl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1329,1329,NS,,625352,Parcel,40,0,False,0,8937,a9230
,OPEN,USD,0,700,500,,False,1,290540,"[{'wineName': 'Chablis', 'producerName': 'Fevre', 'producerId': 0, 'appellation': '', 'designation': 'Vaulorent', 'region': 'White Burgundy', 'vintage': '2008', 'condition': '1x1 jeroboam owc', 'bottleQuantity': 1, 'bottleSize': 'jeroboam', 'wineScore': '(95pts)', 'parkerNoteEnglish': '""...lives up to the estate\'s long-standing characterization of this site as their ""eighth grand cru."" Blueberry and raspberry distillate as well as fresh lime, grapefruit and crushed stone both intrigue and invigorate on the nose, impressions reinforced on a palate that combines real richness of texture as well as succulence of fruit with bright acidity, citrus rind pungency, berry skin tartness, and a depth of marine mineral nuances. Vibrantly interactive and faintly sizzling in finish, this practically takes your breath away, and should continue dazzling for a decade or more. And given that this isn\'t priced as a grand cru, it represents a remarkable Chablis buying opportunity.""(95pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1330,1330,NS,,625353,Parcel,500,0,False,0,0,***
,OPEN,USD,0,400,300,,False,1,290541,"[{'wineName': 'Dom Perignon Vintage Champagne', 'producerName': 'Dom Perignon', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'Champagne', 'vintage': '1978', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(93pts RJ)', 'parkerNoteEnglish': '""An aroma of mushroom cream and bread-like taste, with well-rounded edges. Fine apricot opulence in the middle taste gorgeously backed up by young gooseberry tones as well as the honey and chocolate of maturity.""(93pts RJ)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1331,1331,NS,,625354,Parcel,300,0,False,0,0,***
,OPEN,USD,0,700,500,,False,1,290542,"[{'wineName': ""Chateau Cos d'Estournel"", 'producerName': None, 'producerId': 0, 'appellation': 'St. Estephe', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '1990', 'condition': '3wisl', 'bottleQuantity': 3, 'bottleSize': 'bottle', 'wineScore': '(95pts)', 'parkerNoteEnglish': '""This super-concentrated wine possesses a roasted herb, sweet, jammy black fruit-scented nose, with noteworthy opulence and succulence. Pure and full-bodied, this concentrated wine conceals more tannin than it is presently revealing. The wine is open, flattering, and impossible to resist.""(95pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1332,1332,NS,,625355,Parcel,450,0,False,0,0,***
,OPEN,USD,450,700,500,,False,1,290543,"[{'wineName': 'Chateau Montrose', 'producerName': None, 'producerId': 0, 'appellation': 'St. Estephe', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '1990', 'condition': 'bsl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(100pts)', 'parkerNoteEnglish': '""The wine is remarkably rich, with a distinctive nose of sweet, jammy fruit, liquefied minerals, new saddle leather, and grilled steak. In the mouth, the enormous concentration, extract, high glycerin, and sweet tannin slide across the palate with considerable ease. It is a huge, corpulent, awesomely-endowed wine that is still relatively approachable...""(100pts)', 'parkerNoteLocal': '?????????????????????????????????,????????????????????????????,????,??????(100?)', 'producerIsUserFavorite': True}]",1333,1333,NS,,625356,Parcel,450,0,False,0,8299,pokerstud702
,OPEN,USD,60,80,60,,False,1,290544,"[{'wineName': 'Pommard', 'producerName': 'J.M. Bouley', 'producerId': 0, 'appellation': '', 'designation': 'Les Fremiers', 'region': 'Red Burgundy', 'vintage': '2009', 'condition': '', 'bottleQuantity': 2, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1334,1334,NS,,625357,Parcel,50,0,False,0,9990,grumi62
,OPEN,USD,260,400,300,,False,1,290545,"[{'wineName': 'Puligny Montrachet', 'producerName': 'Domaine Leflaive', 'producerId': 0, 'appellation': '', 'designation': 'Les Pucelles', 'region': 'White Burgundy', 'vintage': '1992', 'condition': 'bsl nl wasl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(96pts)', 'parkerNoteEnglish': '""...is richer and more unctuous than usual. It possesses fabulous clarity and definition, a great bouquet of oranges/tangerines combined with toasty vanillin, buttered popcorn, and apple scents. Sensationally concentrated, with layers of flavor beautifully buttressed by vibrant acidity, this is a magnificent wine.""(96pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1335,1335,NS,,625358,Parcel,260,0,False,0,47699,***
,OPEN,USD,600,850,650,,False,1,290546,"[{'wineName': 'Chablis', 'producerName': 'Raveneau', 'producerId': 0, 'appellation': '', 'designation': 'Butteaux', 'region': 'White Burgundy', 'vintage': '2005', 'condition': '', 'bottleQuantity': 4, 'bottleSize': 'bottle', 'wineScore': '(93pts BH)', 'parkerNoteEnglish': '""Easily the best of the these three Montmains climats with an aromatically reserved nose that is clearly less ripe offers nuances of white peach, pear and sea breeze that continue onto the impressively concentrated, intense and powerful flavors that possess excellent dry extract, all wrapped around a firm acid spine and terrific length. This has plenty of nervosit  and real harmony of expression.""(93pts BH)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1336,1336,NS,,625359,Parcel,550,0,False,0,41228,smt***
,OPEN,USD,90,140,100,,False,1,290547,"[{'wineName': 'Chablis', 'producerName': 'Verget', 'producerId': 0, 'appellation': '', 'designation': 'Bougros', 'region': 'White Burgundy', 'vintage': '1996', 'condition': '', 'bottleQuantity': 2, 'bottleSize': 'bottle', 'wineScore': '(95-98pts)', 'parkerNoteEnglish': '""Guffens\' Chablis offerings continue to enthrall me. Guffens most stunning Chablis in 1996 is the Chablis Bougros, a testimony to the greatness of the vintage and to his brilliant winemaking. It exhibits sublime lemon, mineral, flower, and wet stone aromatics as well as a feminine, silky, refined, classy, and medium-to-full-bodied personality. Raspberries, currants, roses, flint, and flavors reminiscent of a massive bouquet of freshly cut spring flowers are found in this complex and detailed beauty.""(95-98pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1337,1337,NS,,625360,Parcel,90,0,False,0,21360,krug61
,OPEN,USD,400,600,400,,False,1,290548,"[{'wineName': 'Chablis', 'producerName': 'Verget', 'producerId': 0, 'appellation': '', 'designation': 'Valmur', 'region': 'White Burgundy', 'vintage': '1995', 'condition': '1stl', 'bottleQuantity': 5, 'bottleSize': 'bottle', 'wineScore': '(98pts)', 'parkerNoteEnglish': '""Knowing that Verget didn\'t make a Montrachet in \'95, I was surprised that Guffens still had a wine to serve after the intensely powerful B tard-Montrachet. Monster wines are not followed by lighter ones at tastings so I thought Guffens had made an error. Consider the unbelievable. The Chablis Valmur is the most impressive Chablis I have ever tasted. I had no idea Chablis could be this incredible.""(98pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1338,1338,NS,,625361,Parcel,350,0,False,0,21360,krug61
,OPEN,USD,70,110,80,,False,1,290549,"[{'wineName': 'Chablis', 'producerName': 'Verget', 'producerId': 0, 'appellation': '', 'designation': 'Valmur', 'region': 'White Burgundy', 'vintage': '1995', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(98pts)', 'parkerNoteEnglish': '""Knowing that Verget didn\'t make a Montrachet in \'95, I was surprised that Guffens still had a wine to serve after the intensely powerful B tard-Montrachet. Monster wines are not followed by lighter ones at tastings so I thought Guffens had made an error. Consider the unbelievable. The Chablis Valmur is the most impressive Chablis I have ever tasted. I had no idea Chablis could be this incredible.""(98pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1339,1339,NS,,625362,Parcel,70,0,False,0,44788,rj***
,OPEN,USD,190,280,200,,False,1,290550,"[{'wineName': 'Billecart Salmon Vintage Champagne', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Clos Saint Hilaire', 'region': 'Champagne', 'vintage': '1999', 'condition': '1x1 bottle owc', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1340,1340,NS,,625363,Parcel,180,0,False,0,10410,rdg299
,OPEN,USD,220,350,260,,False,1,290551,"[{'wineName': 'Dom Perignon Vintage Champagne', 'producerName': 'Dom Perignon', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'Champagne', 'vintage': '1990', 'condition': 'nl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(96pts)', 'parkerNoteEnglish': '""...is a creamy-textured, full styled offering that loses none of its elegance in spite of its flavor authority.""(96pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1341,1341,NS,,625364,Parcel,220,0,False,0,20328,andreajoshua
,OPEN,USD,220,350,260,,False,1,290552,"[{'wineName': 'Dom Perignon Vintage Champagne', 'producerName': 'Dom Perignon', 'producerId': 0, 'appellation': '', 'designation': 'Rose', 'region': 'Champagne', 'vintage': '2004', 'condition': '1x1 bottle ogb', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(96pts)', 'parkerNoteEnglish': '""...is at first intensely floral, with perfumed jasmine that dominates the bouquet. With time in the glass the wine gains richness as the flavors turn decidedly riper and almost tropical. Apricots, passion fruit and peaches emerge from this flashy, opulent Dom Pérignon.""(96pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1342,1342,NS,,625365,Parcel,220,0,False,0,32084,******
,OPEN,USD,280,450,320,,False,1,290553,"[{'wineName': 'Louis Roederer Vintage Champagne', 'producerName': 'louis roederer', 'producerId': 0, 'appellation': '', 'designation': 'Cristal', 'region': 'Champagne', 'vintage': '1996', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(97pts RJ)', 'parkerNoteEnglish': '""Buy all you can find and leave it forgotten for the time being in some dark corner of the basement. Having said that, certain bottles are already deliciously honeyed.""(97pts RJ)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1343,1343,NS,,625366,Parcel,280,0,False,0,12007,wjbwjb
,OPEN,USD,650,900,650,,False,1,290554,"[{'wineName': 'Louis Roederer Vintage Champagne', 'producerName': 'louis roederer', 'producerId': 0, 'appellation': '', 'designation': 'Cristal Rose', 'region': 'Champagne', 'vintage': '2006', 'condition': '1x3 bottle ocb', 'bottleQuantity': 3, 'bottleSize': 'bottle', 'wineScore': '(98pts VM)', 'parkerNoteEnglish': '""A vertical, towering wine, the 2006 Cristal Rosé is a thrill a minute, with a compelling interplay of aromatics and exquisitely layered fruit, all supported by a real feeling of phenolic intensity. While the 2007 is seductive, the 2006 is virile and imposing, with the statuesque lift of a Giacometti sculpture.""(98pts VM)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1344,1344,NS,,625367,Parcel,550,0,False,0,34283,BirdMan96
,OPEN,USD,60,90,70,,False,1,290555,"[{'wineName': 'Pouilly Fume', 'producerName': 'Chateau du Nozet', 'producerId': 0, 'appellation': '', 'designation': 'Baron de L', 'region': 'France Misc.', 'vintage': '2006', 'condition': '', 'bottleQuantity': 7, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1345,1345,NS,,625368,Parcel,60,0,False,0,9761,monti
,OPEN,USD,0,600,450,,False,1,290556,"[{'wineName': 'Amuse Bouche Red', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '2005', 'condition': '', 'bottleQuantity': 5, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1346,1346,NS,,625369,Parcel,400,0,False,0,0,***
,OPEN,USD,420,700,500,,False,1,290557,"[{'wineName': 'Kamen Cabernet Sauvignon', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Kashmir', 'region': 'California Cabernets & Meritage', 'vintage': '2008', 'condition': '', 'bottleQuantity': 10, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1347,1347,NS,,625370,Parcel,420,0,False,0,47890,***
,OPEN,USD,40,70,50,,False,1,290558,"[{'wineName': 'Kamen Cabernet Sauvignon', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Kashmir', 'region': 'California Cabernets & Meritage', 'vintage': '2008', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1348,1348,NS,,625371,Parcel,40,0,False,0,47890,***
,OPEN,USD,0,350,260,,False,1,290559,"[{'wineName': 'Shafer Cabernet Sauvignon', 'producerName': 'shafer', 'producerId': 0, 'appellation': '', 'designation': 'Hillside Select', 'region': 'California Cabernets & Meritage', 'vintage': '1994', 'condition': 'nl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(99pts)', 'parkerNoteEnglish': '""...is a prodigious Cabernet. I had it at a tasting in Japan, and the Japanese were as enthusiastic about it as my rating suggested they should be. They were crestfallen when informed they probably would not be able to buy multiple cases of the wine!...""(99pts)', 'parkerNoteLocal': '...???????????????????????????,?????????????????????,?????????????????,?????????????(99?)', 'producerIsUserFavorite': True}]",1349,1349,NS,,625372,Parcel,220,0,False,0,0,***
,OPEN,USD,0,140,100,,False,1,290560,"[{'wineName': 'Aubert Vineyards Pinot Noir', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Sonoma Coast', 'region': 'California Red', 'vintage': '2009', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1350,1350,NS,,625373,Parcel,90,0,False,0,0,***
,OPEN,USD,0,280,200,,False,1,290561,"[{'wineName': 'Aubert Vineyards Pinot Noir', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'UV-SL Vineyard', 'region': 'California Red', 'vintage': '2011', 'condition': '', 'bottleQuantity': 2, 'bottleSize': 'bottle', 'wineScore': '(96pts)', 'parkerNoteEnglish': '(96pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1351,1351,NS,,625374,Parcel,180,0,False,0,0,***
,OPEN,USD,80,120,90,,False,1,290562,"[{'wineName': 'Linne Calodo Cellars Red', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Outsider', 'region': 'California Red', 'vintage': '2010', 'condition': '', 'bottleQuantity': 3, 'bottleSize': 'bottle', 'wineScore': '(93pts)', 'parkerNoteEnglish': '""As opposed to some of the other Zinfandel based wines here, the 2010 Outsider has a darker fruit profile and more textural depth. The 2010 is juicy, inviting and full-bodied all the way through to the seamless finish. This is another gorgeous wine from Linne Calodo. The 2010 is 80% Zinfandel, 17% Syrah and 3% Mourvedre from Heaton. The 2010 spent 25 days on the skins and was aged in a combination of American and French oak barrels. Anticipated maturity: 2013-2020.""(93pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1352,1352,NS,,625375,Parcel,80,0,False,0,29936,eyedoc
,OPEN,USD,0,420,280,,False,1,290563,"[{'wineName': 'No Limit Syrah', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'The Nuts', 'region': 'California Red', 'vintage': '2008', 'condition': '', 'bottleQuantity': 7, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1353,1353,NS,,625376,Parcel,240,0,False,0,0,***
,OPEN,USD,50,80,60,,False,1,290564,"[{'wineName': 'Turley Zinfandel', 'producerName': 'Turley', 'producerId': 0, 'appellation': '', 'designation': 'Ueberroth Vineyard', 'region': 'California Red', 'vintage': '2011', 'condition': '', 'bottleQuantity': 2, 'bottleSize': 'bottle', 'wineScore': '(93-95pts)', 'parkerNoteEnglish': '""The 2011 Zinfandel Ueberroth Vineyard shows why this Paso Robles vineyard is so admired. A wine of uncommon grace, the Ueberroth possesses gorgeous depth and sheer purity from start to finish. The aromas and flavors are darker than in the two other Paso Zinfandels in the Turley lineup. I can\'t wait to taste the 2011 again once it is in bottle. Anticipated maturity: 2013-2021.""(93-95pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1354,1354,NS,,625377,Parcel,50,0,False,0,29936,eyedoc
,OPEN,USD,0,90,70,,True,1,290565,"[{'wineName': 'A. Margaine Champagne', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Demi-Sec', 'region': 'Champagne', 'vintage': 'NV', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'half-bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}, {'wineName': 'Peay Pinot Noir', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Scallop Shelf', 'region': 'California Red', 'vintage': '2007', 'condition': 'nl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}, {'wineName': 'Hanzell Chardonnay', 'producerName': 'Hanzell', 'producerId': 0, 'appellation': '', 'designation': 'Hanzell Vineyard', 'region': 'California White', 'vintage': '2009', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1355,1355,NS,,625378,Parcel,55,0,False,0,0,***
,OPEN,USD,300,500,350,,False,1,290566,"[{'wineName': 'Sine Qua Non Roussanne', 'producerName': 'Sine Qua Non', 'producerId': 0, 'appellation': '', 'designation': 'Boots, Pasties, Scanty Panties and Ten Gallon Hat', 'region': 'California White', 'vintage': '2003', 'condition': '1x2 half-bottle owc', 'bottleQuantity': 2, 'bottleSize': 'half-bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1356,1356,NS,,625379,Parcel,300,0,False,0,54671,******
,OPEN,USD,0,650,500,,False,1,290567,"[{'wineName': 'Chateau Montelena Cabernet Sauvignon', 'producerName': 'Chateau Montelena', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '1992', 'condition': '', 'bottleQuantity': 5, 'bottleSize': 'bottle', 'wineScore': '(95pts)', 'parkerNoteEnglish': '""...Chateau Montelena the Cal Ripken of Cabernet producers""(95pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1357,1357,NS,,625380,Parcel,450,0,False,0,0,***
,OPEN,USD,0,400,260,,False,1,290568,"[{'wineName': 'Fisher Cabernet Sauvignon', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Coach Insignia', 'region': 'California Cabernets & Meritage', 'vintage': '1991', 'condition': '', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': '(92pts)', 'parkerNoteEnglish': '""The Coach Insignia is an exceptional wine. It is one of the finest of the outstanding 1991 vintage. The opaque ruby/purple-colored wine offers a powerful, pungent nose of cassis, black fruits, chocolate, vanillin, and licorice. It oozes with super richness, full body, glycerin, and nicely hidden alcohol and moderate tannin in the finish. While the quantity produced (1,600 cases) will not make it the most widely available Cabernet Sauvignon, shrewd readers should be able to find a few bottles before it is scarfed up by Cabernet lovers. Approachable now, it has the potential to last for 15+ years.""(92pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1358,1358,NS,,625381,Parcel,200,0,False,0,0,***
,OPEN,USD,0,500,400,,False,1,290569,"[{'wineName': 'Fisher Cabernet Sauvignon', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Coach Insignia', 'region': 'California Cabernets & Meritage', 'vintage': '1993', 'condition': '4bn', 'bottleQuantity': 10, 'bottleSize': 'bottle', 'wineScore': '(90pts)', 'parkerNoteEnglish': '""Fred Fisher has performed a complete turnabout with respect to the quality of his wines. For much of this decade his Chardonnay, Merlot, and Cabernet Sauvignon have been among the most exciting wines being made in California. The 1993 reds appear to be richer and more impressive than the 1994s.""(90pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1359,1359,NS,,625382,Parcel,350,0,False,0,0,***
,OPEN,USD,280,480,350,,False,1,290570,"[{'wineName': 'Fisher Cabernet Sauvignon', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Wedding Vineyard', 'region': 'California Cabernets & Meritage', 'vintage': '1992', 'condition': '', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': '(95pts)', 'parkerNoteEnglish': '""...opulent as well as tannic, with huge, chocolatey, roasted herb, cassis aromas, magnificent flavor concentration, a big, graceful richness on the palate, and stunningly focused components that coat the palate with viscous flavors and superlative purity of character.""(95pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1360,1360,NS,,625383,Parcel,280,0,False,0,11213,zzzeke
,OPEN,USD,0,110,80,,False,1,290571,"[{'wineName': 'Justin Cabernet Sauvignon', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'San Luis Obispo', 'region': 'California Cabernets & Meritage', 'vintage': '1993', 'condition': '4bsl', 'bottleQuantity': 4, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1361,1361,NS,,625384,Parcel,70,0,False,0,0,***
,OPEN,USD,450,700,500,,False,1,290572,"[{'wineName': 'Pahlmeyer Red', 'producerName': 'Pahlmeyer', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '1994', 'condition': '5scl', 'bottleQuantity': 5, 'bottleSize': 'bottle', 'wineScore': '(96pts)', 'parkerNoteEnglish': '""...possesses an opaque black color, and a moderately intense nose of earth, black fruits, vanilla, and spice. Full-bodied, with splendid concentration and moderate but soft, ripe tannin, this is a blockbuster Cabernet-based wine...""(96pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1362,1362,NS,,625385,Parcel,450,0,False,0,16598,harper
,OPEN,USD,0,600,400,,False,1,290573,"[{'wineName': 'Peter Michael Red', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Les Pavots', 'region': 'California Cabernets & Meritage', 'vintage': '1992', 'condition': '', 'bottleQuantity': 4, 'bottleSize': 'bottle', 'wineScore': '(91pts)', 'parkerNoteEnglish': '""...is the first vintage that has begun to exhibit some complex cedar, lead pencil, and cassis aromas. Medium to full-bodied, with impressive richness, It is a wine that will last for at least 20+ years. The blend for Peter Michael\'s Les Pavots proprietary red wine varies year to year, but the composition usually includes at least 70% Cabernet Sauvignon, 5%-15% Merlot, and 5%-15% Cabernet Franc. Sixty percent new French oak casks are utilized. The result is a wine that comes as close as any other California Cabernet Sauvignon-based wine to resembling a structured, rich, complex St.-Julien/Pauillac.""(91pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1363,1363,NS,,625386,Parcel,320,0,False,0,0,***
,OPEN,USD,0,200,150,,False,1,290574,"[{'wineName': 'Beringer Merlot', 'producerName': 'Beringer', 'producerId': 0, 'appellation': '', 'designation': 'Bancroft Ranch', 'region': 'California Red', 'vintage': '1992', 'condition': '1lbsl 1nl', 'bottleQuantity': 3, 'bottleSize': 'bottle', 'wineScore': '(94pts)', 'parkerNoteEnglish': '""Beringer\'s 1992 Bancroft Ranch Merlot ranks with the finest Matanzas Creek and Newton Merlots. It is a large-scaled, rich, ostentatiously-styled, chocolatey-flavored, full-bodied Merlot with deep color saturation, plenty of gutsy, chewy fruit, full body, and excellent purity and balance. Once again Beringer has shown that international corporate ownership can be synonymous with reference point wines. While it can be drunk now, this Merlot promises to be even better with 2-4 years of cellaring; it should last for 10-15 years. Tel. (707) 963-4812""(94pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1364,1364,NS,,625387,Parcel,120,0,False,0,0,***
,OPEN,USD,0,70,50,,True,1,290575,"[{'wineName': 'Geyser Peak Reserve Shiraz', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Red', 'vintage': '1995', 'condition': '', 'bottleQuantity': 2, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}, {'wineName': 'Martinelli Pinot Noir', 'producerName': 'martinelli', 'producerId': 0, 'appellation': '', 'designation': 'Russian River Valley', 'region': 'California Red', 'vintage': '1994', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1365,1365,NS,,625388,Parcel,40,0,False,0,0,***
,OPEN,USD,0,240,180,,False,1,290576,"[{'wineName': 'Matanzas Creek Merlot', 'producerName': 'matanzas creek', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Red', 'vintage': '1992', 'condition': '1nl', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': '""This may well be the finest Merlot made in the New World. The color is a dark saturated ruby/purple. While the nose is more closed than when I tasted the barrel sample, it offers huge, rich scents of black-cherries, cassis, and vanillin. Full-bodied, with exceptional concentration and depth, this fabulously rich Merlot should last for 12-15 years. A winemaking tour de force!...""(95pts', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1366,1366,NS,,625389,Parcel,140,0,False,0,0,***
,OPEN,USD,0,120,95,,False,1,290577,"[{'wineName': 'Mueller Pinot Noir', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': ""Emily's Cuvee"", 'region': 'California Red', 'vintage': '1999', 'condition': '1lbsl 1ltl 2nl', 'bottleQuantity': 4, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",1367,1367,NS,,625390,Parcel,80,0,False,0,0,***
